ImageNumber,AreaShape_Center_X,Number_Object_Number
1264,329,15
1264,508,16
1264,544,17
1264,1025,18
1264,219,19
1264,248,20
1264,186,21
1264,172,22
1264,952,23
1264,141,24
1265,783,1
1265,663,2
1265,763,3
1265,881,4
1265,1172,5
1265,860,6
1265,1164,7
1265,831,8
1265,897,9
1265,1099,10
1265,725,11
1265,394,12
1265,430,13
1265,327,14
1265,508,15
1265,1024,16
1265,220,17
1265,251,18
1265,543,19
1265,186,20
1265,173,21
1265,141,22
1265,946,23
1265,954,24
1266,782,1
1266,663,2
1266,763,3
1266,860,4
1266,1164,5
1266,831,6
1266,895,7
1266,1098,8
1266,726,9
1266,394,10
1266,1088,11
1266,432,12
1266,304,13
1266,328,14
1266,507,15
1266,1024,16
1266,220,17
1266,543,18
1266,239,19
1266,186,20
1266,173,21
1266,945,22
1266,952,23
1266,141,24
1267,783,1
1267,664,2
1267,763,3
1267,859,4
1267,1164,5
1267,1100,6
1267,831,7
1267,898,8
1267,725,9
1267,394,10
1267,429,11
1267,1069,12
1267,327,13
1267,508,14
1267,543,15
1267,1024,16
1267,220,17
1267,238,18
1267,186,19
1267,172,20
1267,945,21
1267,954,22
1267,140,23
1268,783,1
1268,664,2
1268,763,3
1268,860,4
1268,1164,5
1268,1176,6
1268,897,7
1268,1100,8
1268,830,9
1268,717,10
1268,725,11
1268,394,12
1268,913,13
1268,428,14
1268,1056,15
1268,328,16
1268,508,17
1268,1024,18
1268,219,19
1268,543,20
1268,233,21
1268,186,22
1268,173,23
1268,141,24
1268,945,25
1268,953,26
1269,783,1
1269,664,2
1269,763,3
1269,859,4
1269,1164,5
1269,897,6
1269,1101,7
1269,830,8
1269,725,9
1269,394,10
1269,433,11
1269,1044,12
1269,924,13
1269,327,14
1269,509,15
1269,1024,16
1269,220,17
1269,230,18
1269,544,19
1269,186,20
1269,172,21
1269,940,22
1269,141,23
1269,954,24
1270,783,1
1270,664,2
1270,764,3
1270,859,4
1270,1163,5
1270,1101,6
1270,898,7
1270,830,8
1270,725,9
1270,394,10
1270,428,11
1270,328,12
1270,508,13
1270,1024,14
1270,219,15
1270,292,16
1270,543,17
1270,186,18
1270,929,19
1270,173,20
1270,938,21
1270,141,22
1270,954,23
1271,777,1
1271,665,2
1271,764,3
1271,1109,4
1271,860,5
1271,897,6
1271,1101,7
1271,1163,8
1271,829,9
1271,725,10
1271,394,11
1271,429,12
1271,304,13
1271,327,14
1271,509,15
1271,1024,16
1271,218,17
1271,543,18
1271,187,19
1271,929,20
1271,174,21
1271,937,22
1271,141,23
1271,954,24
1272,782,1
1272,663,2
1272,763,3
1272,1109,4
1272,866,5
1272,1163,6
1272,897,7
1272,1099,8
1272,830,9
1272,725,10
1272,393,11
1272,428,12
1272,213,13
1272,304,14
1272,327,15
1272,508,16
1272,1024,17
1272,543,18
1272,220,19
1272,185,20
1272,930,21
1272,173,22
1272,939,23
1272,141,24
1272,954,25
1273,781,1
1273,663,2
1273,764,3
1273,1108,4
1273,867,5
1273,1163,6
1273,897,7
1273,1100,8
1273,830,9
1273,726,10
1273,394,11
1273,429,12
1273,328,13
1273,508,14
1273,217,15
1273,292,16
1273,542,17
1273,1022,18
1273,186,19
1273,929,20
1273,1013,21
1273,174,22
1273,939,23
1273,954,24
1273,141,25
1274,782,1
1274,663,2
1274,764,3
1274,1109,4
1274,1163,5
1274,1172,6
1274,876,7
1274,897,8
1274,1099,9
1274,830,10
1274,725,11
1274,394,12
1274,431,13
1274,215,14
1274,329,15
1274,508,16
1274,543,17
1274,1022,18
1274,186,19
1274,174,20
1274,938,21
1274,141,22
1274,954,23
1275,783,1
1275,1110,2
1275,663,3
1275,763,4
1275,1173,5
1275,1163,6
1275,864,7
1275,882,8
1275,897,9
1275,1099,10
1275,830,11
1275,726,12
1275,394,13
1275,429,14
1275,211,15
1275,303,16
1275,328,17
1275,508,18
1275,1023,19
1275,219,20
1275,543,21
1275,186,22
1275,173,23
1275,1002,24
1275,938,25
1275,141,26
1275,954,27
1276,1117,1
1276,783,2
1276,664,3
1276,764,4
1276,1175,5
1276,864,6
1276,1163,7
1276,1099,8
1276,893,9
1276,830,10
1276,726,11
1276,394,12
1276,432,13
1276,212,14
1276,304,15
1276,328,16
1276,508,17
1276,1024,18
1276,219,19
1276,543,20
1276,186,21
1276,174,22
1276,938,23
1276,141,24
1276,954,25
1276,991,26
1277,1124,1
1277,783,2
1277,664,3
1277,764,4
1277,1164,5
1277,1099,6
1277,830,7
1277,898,8
1277,726,9
1277,394,10
1277,431,11
1277,206,12
1277,328,13
1277,507,14
1277,1024,15
1277,219,16
1277,543,17
1277,186,18
1277,174,19
1277,941,20
1277,953,21
1277,141,22
1277,983,23
1278,1132,1
1278,783,2
1278,665,3
1278,764,4
1278,1164,5
1278,897,6
1278,1100,7
1278,830,8
1278,727,9
1278,906,10
1278,394,11
1278,429,12
1278,328,13
1278,507,14
1278,1024,15
1278,205,16
1278,219,17
1278,543,18
1278,186,19
1278,174,20
1278,944,21
1278,141,22
1278,953,23
1278,976,24
1279,1138,1
1279,782,2
1279,664,3
1279,763,4
1279,1180,5
1279,863,6
1279,1163,7
1279,896,8
1279,1100,9
1279,830,10
1279,726,11
1279,395,12
1279,914,13
1279,428,14
1279,508,15
1279,1024,16
1279,206,17
1279,219,18
1279,327,19
1279,544,20
1279,187,21
1279,173,22
1279,141,23
1279,953,24
1279,970,25
1280,784,1
1280,1144,2
1280,664,3
1280,763,4
1280,1163,5
1280,1180,6
1280,897,7
1280,1099,8
1280,830,9
1280,727,10
1280,395,11
1280,430,12
1280,919,13
1280,304,14
1280,328,15
1280,508,16
1280,1024,17
1280,205,18
1280,218,19
1280,543,20
1280,184,21
1280,174,22
1280,141,23
1280,945,24
1280,956,25
1281,781,1
1281,664,2
1281,764,3
1281,1149,4
1281,1163,5
1281,1180,6
1281,897,7
1281,1100,8
1281,830,9
1281,727,10
1281,1229,11
1281,394,12
1281,428,13
1281,924,14
1281,507,15
1281,1024,16
1281,205,17
1281,218,18
1281,327,19
1281,543,20
1281,183,21
1281,173,22
1281,141,23
1281,944,24
1281,954,25
1281,965,26
1282,783,1
1282,664,2
1282,764,3
1282,1161,4
1282,897,5
1282,1220,6
1282,831,7
1282,1100,8
1282,726,9
1282,1229,10
1282,394,11
1282,428,12
1282,434,13
1282,925,14
1282,304,15
1282,509,16
1282,1024,17
1282,206,18
1282,218,19
1282,327,20
1282,543,21
1282,183,22
1282,174,23
1282,946,24
1282,142,25
1282,978,26
1283,784,1
1283,664,2
1283,764,3
1283,896,4
1283,1162,5
1283,1220,6
1283,1099,7
1283,831,8
1283,1229,9
1283,728,10
1283,394,11
1283,429,12
1283,327,13
1283,508,14
1283,1024,15
1283,201,16
1283,217,17
1283,543,18
1283,926,19
1283,183,20
1283,174,21
1283,946,22
1283,141,23
1283,991,24
1284,783,1
1284,664,2
1284,764,3
1284,1162,4
1284,897,5
1284,1099,6
1284,830,7
1284,1229,8
1284,729,9
1284,394,10
1284,428,11
1284,304,12
1284,327,13
1284,508,14
1284,1024,15
1284,218,16
1284,543,17
1284,199,18
1284,184,19
1284,1008,20
1284,174,21
1284,937,22
1284,952,23
1284,141,24
1285,782,1
1285,664,2
1285,763,3
1285,1162,4
1285,897,5
1285,1099,6
1285,830,7
1285,731,8
1285,394,9
1285,427,10
1285,434,11
1285,328,12
1285,508,13
1285,1024,14
1285,217,15
1285,543,16
1285,191,17
1285,174,18
1285,932,19
1285,141,20
1285,954,21
1286,783,1
1286,665,2
1286,764,3
1286,1162,4
1286,896,5
1286,1100,6
1286,830,7
1286,733,8
1286,394,9
1286,434,10
1286,925,11
1286,508,12
1286,217,13
1286,327,14
1286,543,15
1286,1022,16
1286,184,17
1286,174,18
1286,935,19
1286,944,20
1286,953,21
1286,141,22
1287,782,1
1287,1141,2
1287,664,3
1287,764,4
1287,1164,5
1287,830,6
1287,897,7
1287,1099,8
1287,736,9
1287,394,10
1287,429,11
1287,921,12
1287,1044,13
1287,327,14
1287,508,15
1287,1024,16
1287,218,17
1287,543,18
1287,186,19
1287,174,20
1287,940,21
1287,953,22
1287,141,23
1288,1136,1
1288,783,2
1288,663,3
1288,764,4
1288,1165,5
1288,896,6
1288,1099,7
1288,830,8
1288,736,9
1288,394,10
1288,429,11
1288,919,12
1288,1052,13
1288,327,14
1288,509,15
1288,1024,16
1288,218,17
1288,293,18
1288,543,19
1288,185,20
1288,178,21
1288,173,22
1288,943,23
1288,954,24
1288,141,25
1289,1132,1
1289,783,2
1289,664,3
1289,763,4
1289,1164,5
1289,1175,6
1289,1100,7
1289,896,8
1289,830,9
1289,736,10
1289,911,11
1289,394,12
1289,429,13
1289,1063,14
1289,326,15
1289,508,16
1289,1024,17
1289,217,18
1289,292,19
1289,543,20
1289,184,21
1289,175,22
1289,953,23
1289,142,24
1289,943,25
1290,1134,1
1290,783,2
1290,664,3
1290,764,4
1290,1164,5
1290,1180,6
1290,1099,7
1290,830,8
1290,899,9
1290,908,10
1290,736,11
1290,394,12
1290,429,13
1290,1071,14
1290,328,15
1290,508,16
1290,542,17
1290,1024,18
1290,218,19
1290,186,20
1290,174,21
1290,954,22
1290,142,23
1290,943,24
1291,1132,1
1291,783,2
1291,664,3
1291,763,4
1291,1164,5
1291,1185,6
1291,830,7
1291,898,8
1291,1100,9
1291,737,10
1291,394,11
1291,427,12
1291,1082,13
1291,304,14
1291,508,15
1291,543,16
1291,1024,17
1291,218,18
1291,327,19
1291,186,20
1291,176,21
1291,141,22
1291,945,23
1292,1133,1
1292,783,2
1292,664,3
1292,764,4
1292,1164,5
1292,1185,6
1292,896,7
1292,1099,8
1292,830,9
1292,737,10
1292,394,11
1292,429,12
1292,327,13
1292,507,14
1292,1024,15
1292,217,16
1292,543,17
1292,185,18
1292,177,19
1292,946,20
1292,142,21
1293,1132,1
1293,783,2
1293,664,3
1293,764,4
1293,1190,5
1293,1164,6
1293,1219,7
1293,893,8
1293,830,9
1293,1097,10
1293,1228,11
1293,738,12
1293,394,13
1293,428,14
1293,327,15
1293,508,16
1293,543,17
1293,1024,18
1293,217,19
1293,303,20
1293,186,21
1293,175,22
1293,944,23
1293,142,24
1293,955,25
1294,1136,1
1294,782,2
1294,664,3
1294,764,4
1294,1191,5
1294,1164,6
1294,871,7
1294,896,8
1294,1099,9
1294,830,10
1294,737,11
1294,1229,12
1294,394,13
1294,430,14
1294,328,15
1294,543,16
1294,1025,17
1294,217,18
1294,507,19
1294,185,20
1294,173,21
1294,943,22
1294,954,23
1294,142,24
1294,965,25
1295,1137,1
1295,783,2
1295,663,3
1295,763,4
1295,1192,5
1295,863,6
1295,897,7
1295,1163,8
1295,1099,9
1295,830,10
1295,1226,11
1295,738,12
1295,394,13
1295,427,14
1295,434,15
1295,508,16
1295,543,17
1295,1024,18
1295,217,19
1295,304,20
1295,327,21
1295,186,22
1295,175,23
1295,945,24
1295,953,25
1295,142,26
1295,974,27
1296,1136,1
1296,783,2
1296,664,3
1296,764,4
1296,858,5
1296,1111,6
1296,1162,7
1296,1193,8
1296,830,9
1296,896,10
1296,1099,11
1296,1223,12
1296,737,13
1296,394,14
1296,428,15
1296,923,16
1296,328,17
1296,508,18
1296,543,19
1296,1024,20
1296,217,21
1296,188,22
1296,170,23
1296,944,24
1296,954,25
1296,142,26
1296,979,27
1297,1127,1
1297,782,2
1297,664,3
1297,764,4
1297,855,5
1297,1203,6
1297,849,7
1297,1163,8
1297,896,9
1297,1098,10
1297,830,11
1297,739,12
1297,1229,13
1297,394,14
1297,427,15
1297,924,16
1297,509,17
1297,543,18
1297,1024,19
1297,217,20
1297,327,21
1297,188,22
1297,175,23
1297,168,24
1297,944,25
1297,954,26
1297,141,27
1297,981,28
1298,1134,1
1298,782,2
1298,1118,3
1298,664,4
1298,764,5
1298,849,6
1298,1163,7
1298,1202,8
1298,864,9
1298,896,10
1298,1098,11
1298,1224,12
1298,830,13
1298,394,14
1298,744,15
1298,429,16
1298,925,17
1298,543,18
1298,327,19
1298,508,20
1298,1024,21
1298,217,22
1298,188,23
1298,170,24
1298,943,25
1298,954,26
1298,142,27
1298,982,28
1299,1139,1
1299,783,2
1299,663,3
1299,764,4
1299,1112,5
1299,1201,6
1299,1163,7
1299,897,8
1299,830,9
1299,1098,10
1299,746,11
1299,394,12
1299,427,13
1299,434,14
1299,926,15
1299,508,16
1299,1024,17
1299,217,18
1299,327,19
1299,543,20
1299,188,21
1299,175,22
1299,944,23
1299,954,24
1299,142,25
1299,989,26
1300,779,1
1300,1114,2
1300,663,3
1300,764,4
1300,1147,5
1300,1202,6
1300,1151,7
1300,1163,8
1300,864,9
1300,897,10
1300,831,11
1300,1098,12
1300,1227,13
1300,746,14
1300,394,15
1300,427,16
1300,926,17
1300,327,18
1300,508,19
1300,1024,20
1300,217,21
1300,543,22
1300,188,23
1300,175,24
1300,166,25
1300,943,26
1300,954,27
1300,995,28
1300,142,29
1301,783,1
1301,1116,2
1301,664,3
1301,764,4
1301,1202,5
1301,896,6
1301,1161,7
1301,831,8
1301,1099,9
1301,749,10
1301,394,11
1301,429,12
1301,926,13
1301,328,14
1301,508,15
1301,1024,16
1301,218,17
1301,543,18
1301,187,19
1301,175,20
1301,943,21
1301,954,22
1301,995,23
1301,142,24
1301,158,25
1302,783,1
1302,1115,2
1302,664,3
1302,764,4
1302,1202,5
1302,1163,6
1302,896,7
1302,830,8
1302,1099,9
1302,749,10
1302,394,11
1302,429,12
1302,327,13
1302,509,14
1302,1024,15
1302,219,16
1302,543,17
1302,188,18
1302,175,19
1302,999,20
1302,945,21
1302,954,22
1302,143,23
1302,153,24
1303,783,1
1303,1115,2
1303,1203,3
1303,665,4
1303,764,5
1303,815,6
1303,1163,7
1303,864,8
1303,896,9
1303,1099,10
1303,750,11
1303,830,12
1303,394,13
1303,427,14
1303,304,15
1303,328,16
1303,508,17
1303,543,18
1303,1025,19
1303,218,20
1303,292,21
1303,188,22
1303,174,23
1303,1008,24
1303,943,25
1303,952,26
1303,144,27
1304,783,1
1304,803,2
1304,1117,3
1304,664,4
1304,764,5
1304,1203,6
1304,1163,7
1304,1179,8
1304,897,9
1304,1099,10
1304,830,11
1304,749,12
1304,394,13
1304,428,14
1304,328,15
1304,509,16
1304,1024,17
1304,543,18
1304,218,19
1304,188,20
1304,174,21
1304,943,22
1304,952,23
1304,141,24
1305,1120,1
1305,786,2
1305,664,3
1305,764,4
1305,1188,5
1305,1163,6
1305,1202,7
1305,897,8
1305,1098,9
1305,750,10
1305,830,11
1305,394,12
1305,426,13
1305,433,14
1305,303,15
1305,328,16
1305,508,17
1305,1024,18
1305,543,19
1305,219,20
1305,187,21
1305,174,22
1305,943,23
1305,954,24
1305,140,25
1306,1121,1
1306,775,2
1306,664,3
1306,1200,4
1306,765,5
1306,1163,6
1306,897,7
1306,1098,8
1306,830,9
1306,750,10
1306,394,11
1306,427,12
1306,509,13
1306,1025,14
1306,327,15
1306,543,16
1306,219,17
1306,188,18
1306,174,19
1306,945,20
1306,953,21
1306,142,22
1306,130,23
1307,1122,1
1307,784,2
1307,665,3
1307,764,4
1307,1163,5
1307,1202,6
1307,864,7
1307,896,8
1307,753,9
1307,830,10
1307,1098,11
1307,394,12
1307,427,13
1307,509,14
1307,1024,15
1307,327,16
1307,543,17
1307,218,18
1307,188,19
1307,175,20
1307,942,21
1307,954,22
1307,142,23
1307,117,24
1308,1124,1
1308,782,2
1308,664,3
1308,764,4
1308,1163,5
1308,1202,6
1308,897,7
1308,1098,8
1308,752,9
1308,830,10
1308,394,11
1308,427,12
1308,328,13
1308,508,14
1308,1024,15
1308,543,16
1308,219,17
1308,187,18
1308,175,19
1308,943,20
1308,954,21
1308,142,22
1308,110,23
1309,1121,1
1309,779,2
1309,664,3
1309,764,4
1309,1205,5
1309,1213,6
1309,1163,7
1309,897,8
1309,1098,9
1309,1227,10
1309,751,11
1309,830,12
1309,394,13
1309,431,14
1309,1027,15
1309,507,16
1309,219,17
1309,292,18
1309,304,19
1309,327,20
1309,543,21
1309,187,22
1309,176,23
1309,944,24
1309,954,25
1309,142,26
1309,98,27
1310,1126,1
1310,777,2
1310,784,3
1310,664,4
1310,1203,5
1310,1212,6
1310,1163,7
1310,897,8
1310,1098,9
1310,753,10
1310,830,11
1310,394,12
1310,427,13
1310,1040,14
1310,508,15
1310,1024,16
1310,218,17
1310,292,18
1310,327,19
1310,543,20
1310,188,21
1310,174,22
1310,944,23
1310,954,24
1310,141,25
1310,90,26
1311,1134,1
1311,774,2
1311,782,3
1311,664,4
1311,764,5
1311,1202,6
1311,1163,7
1311,897,8
1311,1098,9
1311,830,10
1311,1218,11
1311,747,12
1311,394,13
1311,428,14
1311,1050,15
1311,506,16
1311,1024,17
1311,304,18
1311,327,19
1311,543,20
1311,219,21
1311,188,22
1311,174,23
1311,944,24
1311,954,25
1311,142,26
1311,86,27
1312,1137,1
1312,781,2
1312,664,3
1312,764,4
1312,1201,5
1312,1163,6
1312,897,7
1312,1098,8
1312,752,9
1312,830,10
1312,732,11
1312,1228,12
1312,394,13
1312,428,14
1312,1061,15
1312,506,16
1312,1024,17
1312,293,18
1312,327,19
1312,543,20
1312,219,21
1312,18,22
1312,188,23
1312,175,24
1312,944,25
1312,954,26
1312,142,27
1312,75,28
1313,1138,1
1313,777,2
1313,664,3
1313,764,4
1313,1162,5
1313,1200,6
1313,896,7
1313,1098,8
1313,830,9
1313,717,10
1313,751,11
1313,394,12
1313,429,13
1313,1062,14
1313,506,15
1313,1024,16
1313,218,17
1313,294,18
1313,327,19
1313,543,20
1313,187,21
1313,175,22
1313,944,23
1313,954,24
1313,142,25
1313,65,26
1314,1138,1
1314,782,2
1314,664,3
1314,764,4
1314,1200,5
1314,1163,6
1314,896,7
1314,1098,8
1314,753,9
1314,830,10
1314,394,11
1314,700,12
1314,429,13
1314,1063,14
1314,506,15
1314,1024,16
1314,217,17
1314,292,18
1314,327,19
1314,543,20
1314,187,21
1314,175,22
1314,939,23
1314,954,24
1314,142,25
1314,61,26
1315,779,1
1315,664,2
1315,764,3
1315,859,4
1315,1200,5
1315,1153,6
1315,1163,7
1315,830,8
1315,896,9
1315,1098,10
1315,753,11
1315,682,12
1315,394,13
1315,428,14
1315,1063,15
1315,506,16
1315,1024,17
1315,295,18
1315,327,19
1315,544,20
1315,218,21
1315,188,22
1315,174,23
1315,937,24
1315,50,25
1315,954,26
1315,142,27
1316,777,1
1316,664,2
1316,1201,3
1316,764,4
1316,862,5
1316,1160,6
1316,830,7
1316,896,8
1316,1098,9
1316,753,10
1316,394,11
1316,683,12
1316,429,13
1316,1064,14
1316,327,15
1316,506,16
1316,1024,17
1316,295,18
1316,543,19
1316,218,20
1316,188,21
1316,49,22
1316,174,23
1316,937,24
1316,954,25
1316,142,26
1317,781,1
1317,664,2
1317,765,3
1317,863,4
1317,1162,5
1317,1203,6
1317,896,7
1317,1098,8
1317,751,9
1317,830,10
1317,394,11
1317,681,12
1317,429,13
1317,1065,14
1317,505,15
1317,1024,16
1317,294,17
1317,326,18
1317,543,19
1317,219,20
1317,187,21
1317,46,22
1317,174,23
1317,937,24
1317,954,25
1317,142,26
1318,777,1
1318,1205,2
1318,665,3
1318,765,4
1318,1164,5
1318,897,6
1318,1098,7
1318,753,8
1318,830,9
1318,675,10
1318,394,11
1318,429,12
1318,1066,13
1318,506,14
1318,1024,15
1318,294,16
1318,327,17
1318,542,18
1318,219,19
1318,186,20
1318,43,21
1318,173,22
1318,938,23
1318,954,24
1318,141,25
1319,777,1
1319,658,2
1319,764,3
1319,1174,4
1319,1203,5
1319,1163,6
1319,830,7
1319,897,8
1319,1099,9
1319,752,10
1319,394,11
1319,429,12
1319,1065,13
1319,504,14
1319,543,15
1319,1023,16
1319,219,17
1319,294,18
1319,327,19
1319,188,20
1319,43,21
1319,174,22
1319,940,23
1319,954,24
1319,142,25
1320,777,1
1320,664,2
1320,764,3
1320,1178,4
1320,1204,5
1320,644,6
1320,1163,7
1320,1099,8
1320,897,9
1320,753,10
1320,830,11
1320,393,12
1320,428,13
1320,1066,14
1320,504,15
1320,1024,16
1320,294,17
1320,327,18
1320,542,19
1320,219,20
1320,188,21
1320,46,22
1320,173,23
1320,942,24
1320,954,25
1320,142,26
1321,777,1
1321,665,2
1321,764,3
1321,1172,4
1321,1205,5
1321,1162,6
1321,633,7
1321,863,8
1321,896,9
1321,1099,10
1321,752,11
1321,829,12
1321,394,13
1321,429,14
1321,1069,15
1321,504,16
1321,1024,17
1321,294,18
1321,326,19
1321,539,20
1321,219,21
1321,188,22
1321,46,23
1321,173,24
1321,942,25
1321,954,26
1321,142,27
1322,780,1
1322,665,2
1322,764,3
1322,1204,4
1322,1163,5
1322,630,6
1322,829,7
1322,897,8
1322,1098,9
1322,751,10
1322,394,11
1322,427,12
1322,1072,13
1322,505,14
1322,1024,15
1322,294,16
1322,327,17
1322,539,18
1322,219,19
1322,188,20
1322,43,21
1322,174,22
1322,944,23
1322,953,24
1322,142,25
1323,776,1
1323,1204,2
1323,665,3
1323,1173,4
1323,763,5
1323,897,6
1323,1099,7
1323,1162,8
1323,629,9
1323,829,10
1323,753,11
1323,394,12
1323,427,13
1323,1076,14
1323,505,15
1323,1024,16
1323,293,17
1323,327,18
1323,539,19
1323,219,20
1323,188,21
1323,43,22
1323,173,23
1323,944,24
1323,953,25
1323,141,26
1324,777,1
1324,665,2
1324,764,3
1324,1174,4
1324,1204,5
1324,1162,6
1324,829,7
1324,896,8
1324,1098,9
1324,753,10
1324,623,11
1324,394,12
1324,428,13
1324,1076,14
1324,504,15
1324,1024,16
1324,295,17
1324,327,18
1324,539,19
1324,219,20
1324,188,21
1324,44,22
1324,174,23
1324,944,24
1324,954,25
1324,142,26
1325,777,1
1325,664,2
1325,764,3
1325,1172,4
1325,1205,5
1325,1162,6
1325,829,7
1325,897,8
1325,1099,9
1325,622,10
1325,750,11
1325,394,12
1325,428,13
1325,1075,14
1325,925,15
1325,326,16
1325,505,17
1325,1024,18
1325,293,19
1325,539,20
1325,219,21
1325,41,22
1325,188,23
1325,173,24
1325,946,25
1325,953,26
1325,142,27
1326,777,1
1326,665,2
1326,764,3
1326,1172,4
1326,1207,5
1326,1163,6
1326,864,7
1326,1099,8
1326,829,9
1326,896,10
1326,754,11
1326,394,12
1326,430,13
1326,612,14
1326,1076,15
1326,506,16
1326,1024,17
1326,292,18
1326,327,19
1326,539,20
1326,219,21
1326,188,22
1326,39,23
1326,172,24
1326,946,25
1326,954,26
1326,142,27
1327,777,1
1327,665,2
1327,764,3
1327,1173,4
1327,1205,5
1327,1163,6
1327,828,7
1327,897,8
1327,1099,9
1327,754,10
1327,394,11
1327,428,12
1327,600,13
1327,1078,14
1327,507,15
1327,1024,16
1327,294,17
1327,327,18
1327,537,19
1327,220,20
1327,37,21
1327,187,22
1327,172,23
1327,947,24
1327,954,25
1327,142,26
1328,777,1
1328,665,2
1328,1205,3
1328,763,4
1328,1163,5
1328,1177,6
1328,863,7
1328,896,8
1328,1099,9
1328,753,10
1328,828,11
1328,394,12
1328,428,13
1328,592,14
1328,1084,15
1328,327,16
1328,1024,17
1328,294,18
1328,505,19
1328,538,20
1328,220,21
1328,36,22
1328,188,23
1328,172,24
1328,142,25
1328,948,26
1328,93,27
1329,777,1
1329,664,2
1329,764,3
1329,1206,4
1329,1163,5
1329,1176,6
1329,864,7
1329,896,8
1329,1099,9
1329,754,10
1329,830,11
1329,394,12
1329,428,13
1329,1087,14
1329,587,15
1329,327,16
1329,507,17
1329,1024,18
1329,295,19
1329,539,20
1329,219,21
1329,35,22
1329,188,23
1329,172,24
1329,952,25
1329,142,26
1329,945,27
1330,777,1
1330,1204,2
1330,664,3
1330,764,4
1330,863,5
1330,1177,6
1330,1162,7
1330,896,8
1330,1098,9
1330,753,10
1330,829,11
1330,1091,12
1330,394,13
1330,428,14
1330,584,15
1330,507,16
1330,1024,17
1330,293,18
1330,326,19
1330,538,20
1330,220,21
1330,34,22
1330,188,23
1330,172,24
1330,944,25
1330,142,26
1330,953,27
1331,782,1
1331,664,2
1331,1205,3
1331,762,4
1331,1174,5
1331,863,6
1331,1162,7
1331,897,8
1331,1098,9
1331,753,10
1331,829,11
1331,394,12
1331,428,13
1331,583,14
1331,327,15
1331,507,16
1331,1024,17
1331,292,18
1331,539,19
1331,32,20
1331,220,21
1331,188,22
1331,172,23
1331,945,24
1331,142,25
1332,777,1
1332,664,2
1332,1174,3
1332,1205,4
1332,763,5
1332,1163,6
1332,829,7
1332,897,8
1332,1099,9
1332,754,10
1332,394,11
1332,429,12
1332,582,13
1332,507,14
1332,1024,15
1332,293,16
1332,327,17
1332,539,18
1332,31,19
1332,220,20
1332,187,21
1332,172,22
1332,945,23
1332,954,24
1332,142,25
1332,129,26
1333,664,1
1333,764,2
1333,777,3
1333,1111,4
1333,1205,5
1333,1163,6
1333,1175,7
1333,897,8
1333,753,9
1333,830,10
1333,1098,11
1333,394,12
1333,428,13
1333,581,14
1333,507,15
1333,1024,16
1333,293,17
1333,327,18
1333,539,19
1333,30,20
1333,220,21
1333,188,22
1333,172,23
1333,947,24
1333,142,25
1333,954,26
1334,777,1
1334,664,2
1334,1112,3
1334,1173,4
1334,1205,5
1334,763,6
1334,1162,7
1334,897,8
1334,1098,9
1334,754,10
1334,830,11
1334,394,12
1334,428,13
1334,582,14
1334,508,15
1334,1024,16
1334,294,17
1334,327,18
1334,539,19
1334,30,20
1334,220,21
1334,188,22
1334,172,23
1334,945,24
1334,954,25
1334,142,26
1335,777,1
1335,664,2
1335,1111,3
1335,1174,4
1335,1205,5
1335,763,6
1335,1162,7
1335,896,8
1335,1097,9
1335,753,10
1335,829,11
1335,394,12
1335,428,13
1335,580,14
1335,507,15
1335,1024,16
1335,293,17
1335,327,18
1335,539,19
1335,30,20
1335,219,21
1335,188,22
1335,171,23
1335,951,24
1335,142,25
1336,777,1
1336,665,2
1336,1110,3
1336,1172,4
1336,1205,5
1336,762,6
1336,864,7
1336,1162,8
1336,897,9
1336,1098,10
1336,753,11
1336,830,12
1336,394,13
1336,430,14
1336,583,15
1336,506,16
1336,539,17
1336,1024,18
1336,293,19
1336,326,20
1336,219,21
1336,21,22
1336,188,23
1336,172,24
1336,945,25
1336,954,26
1336,141,27
1337,777,1
1337,665,2
1337,1110,3
1337,1174,4
1337,1204,5
1337,762,6
1337,863,7
1337,1162,8
1337,897,9
1337,1098,10
1337,754,11
1337,830,12
1337,394,13
1337,429,14
1337,582,15
1337,507,16
1337,1024,17
1337,293,18
1337,326,19
1337,539,20
1337,219,21
1337,12,22
1337,19,23
1337,188,24
1337,173,25
1337,944,26
1337,142,27
1338,777,1
1338,1114,2
1338,664,3
1338,1173,4
1338,1206,5
1338,764,6
1338,1163,7
1338,863,8
1338,897,9
1338,1098,10
1338,753,11
1338,830,12
1338,394,13
1338,428,14
1338,582,15
1338,506,16
1338,1024,17
1338,294,18
1338,326,19
1338,539,20
1338,220,21
1338,16,22
1338,188,23
1338,173,24
1338,945,25
1338,953,26
1338,142,27
1339,777,1
1339,1116,2
1339,665,3
1339,764,4
1339,1205,5
1339,1175,6
1339,863,7
1339,1162,8
1339,897,9
1339,1098,10
1339,752,11
1339,830,12
1339,393,13
1339,428,14
1339,582,15
1339,504,16
1339,1024,17
1339,293,18
1339,326,19
1339,539,20
1339,14,21
1339,219,22
1339,187,23
1339,173,24
1339,946,25
1339,141,26
1340,778,1
1340,1116,2
1340,1204,3
1340,664,4
1340,764,5
1340,1162,6
1340,863,7
1340,896,8
1340,1098,9
1340,752,10
1340,830,11
1340,393,12
1340,429,13
1340,582,14
1340,505,15
1340,1024,16
1340,293,17
1340,326,18
1340,539,19
1340,10,20
1340,19,21
1340,189,22
1340,219,23
1340,172,24
1340,945,25
1340,953,26
